year,decade,unique_words,density,unique_words_raw,density_raw,nouns,verbs,adjectives,syllables,most_used_term,most_used_freq,curses,total_curses,reading_score,sentiment,charted
1977,1970,53,112,85,255,43,62,18,87,fool,10,0,0,3.11588235294,0.9732,1
1977,1970,35,87,61,172,49,65,5,62,yeah,15,0,0,1.78348837209,0.9779,1
1977,1970,31,137,62,397,91,133,6,67,man,24,0,0,3.81143576826,0.9726,1
1977,1970,19,127,36,339,33,132,4,35,stop,37,0,0,1.86828908555,0.9938,1
1977,1970,51,202,86,408,139,57,21,96,float,68,0,0,4.98647058824,0.9987,1
1977,1970,96,185,143,369,106,60,15,162,man,15,0,0,6.61048780488,0.9287,1
1977,1970,50,155,77,283,45,65,37,85,love,24,0,0,3.41416961131,0.9996,1
1977,1970,51,75,83,182,25,52,9,90,without,6,0,0,3.75516483516,0.886,1
1977,1970,51,183,78,397,67,93,13,85,could,26,0,0,4.34644836272,-0.2263,1
1977,1970,101,121,139,292,65,65,22,165,girl,3,0,0,6.53780821918,0.9716,1
1977,1970,44,102,74,224,33,59,7,82,give,9,0,0,3.01964285714,-0.0258,1
1977,1970,17,61,26,85,29,10,2,28,la,12,0,0,-0.142941176471,0.6808,1
1977,1970,63,85,98,207,87,22,11,115,one,8,0,0,4.86555555556,0.5106,1
1977,1970,43,87,70,232,49,54,11,79,wanna,6,0,0,2.71810344828,0.9878,1
1977,1970,47,84,81,222,25,65,17,88,modern,11,1,1,3.37747747748,-0.8885,0
1977,1970,65,134,106,269,54,62,19,120,never,5,0,0,4.74394052045,0.9648,1
1977,1970,23,60,46,172,12,49,27,47,sad,16,0,0,0.754418604651,-0.9908,1
1977,1970,34,74,60,171,28,53,4,68,love,12,0,0,2.22239766082,0.9938,1
1977,1970,42,98,72,212,41,58,4,79,never,14,0,0,2.70716981132,-0.8689,1
1977,1970,53,97,80,207,49,44,14,87,kiss,11,1,2,3.26942028986,0.9501,0
1977,1970,42,94,78,262,35,63,26,82,love,6,0,0,3.17312977099,0.987,1
1977,1970,40,94,68,193,54,44,4,74,magic,12,0,0,2.44435233161,0.9864,1
1977,1970,54,159,87,355,86,38,18,89,away,20,1,1,3.99830985915,0.9873,0
1977,1970,50,147,85,307,47,96,18,88,love,24,0,0,3.64241042345,-0.9939,1
1977,1970,50,79,80,173,36,40,8,87,way,12,0,0,3.46410404624,0.798,1
1977,1970,9,19,15,32,9,4,7,12,fli,5,0,0,-0.205,0.6597,1
1977,1970,50,71,81,171,32,35,9,88,feel,4,0,0,3.60251461988,0.9633,1
1977,1970,33,72,65,194,20,63,16,64,know,21,0,0,1.81278350515,0.9559,1
1977,1970,69,154,111,309,61,57,34,121,new,18,0,0,4.88071197411,0.9769,1
1977,1970,76,93,115,226,50,35,7,127,like,4,0,0,5.33097345133,0.0,1
1977,1970,38,72,57,145,22,31,4,70,right,14,0,0,2.83655172414,0.9936,0
1977,1970,55,141,92,261,67,65,15,93,oh,14,0,0,3.68459770115,0.9808,1
1977,1970,47,114,70,263,66,64,18,84,thing,16,0,0,3.24882129278,-0.9403,1
1977,1970,48,100,73,206,56,29,25,78,danc,13,0,0,2.77796116505,0.8885,1
1978,1970,44,145,77,322,83,58,22,78,gentl,12,0,0,3.50838509317,0.9633,1
1978,1970,54,150,90,291,72,45,11,99,becaus,18,1,5,3.88443298969,0.9941,1
1978,1970,36,79,71,209,23,58,11,68,love,7,0,0,2.14923444976,0.9901,1
1978,1970,57,229,82,367,108,117,22,92,say,17,1,2,4.38803814714,0.959,0
1978,1970,47,57,81,130,31,20,11,90,say,5,0,0,4.91923076923,0.1027,1
1978,1970,62,149,97,293,57,50,39,111,new,22,0,0,4.34030716724,0.9881,1
1978,1970,60,122,84,197,54,33,26,93,everi,10,0,0,3.49055837563,0.891,1
1978,1970,41,73,68,168,27,42,4,71,love,7,0,0,2.5169047619,0.993,1
1978,1970,34,194,63,444,51,88,60,68,littl,54,1,3,4.79720720721,0.9994,1
1978,1970,52,122,84,246,38,62,18,89,love,14,0,0,3.35910569106,0.9954,1
1978,1970,52,111,82,219,54,58,17,89,go,10,0,0,3.10543378995,0.9763,1
1978,1970,57,123,88,314,48,87,17,95,hold,18,0,0,3.83006369427,0.9613,1
1978,1970,38,94,66,262,27,81,15,63,ca,17,0,0,2.31740458015,0.9545,1
1978,1970,30,84,57,212,27,64,25,59,make,8,0,0,1.59396226415,0.886,1
1978,1970,25,114,49,242,64,42,29,49,danc,29,0,0,1.47925619835,-0.8591,1
1978,1970,53,119,84,244,44,54,17,94,love,15,0,0,3.63590163934,0.9983,1
1978,1970,53,153,86,380,82,80,25,91,mean,10,0,0,4.64578947368,0.9849,1
1978,1970,54,118,86,253,50,60,23,101,think,11,0,0,3.80067193676,-0.8957,1
1978,1970,57,174,88,285,72,64,12,95,away,37,0,0,3.80333333333,0.946,1
1978,1970,30,67,53,184,25,51,20,58,ooh,11,0,0,1.63956521739,0.7184,1
1978,1970,93,162,130,347,75,78,43,157,call,7,0,0,6.37890489914,0.9834,1
1978,1970,55,165,79,244,125,40,15,88,burn,47,0,0,3.34573770492,0.8779,1
1978,1970,33,67,51,155,32,14,18,52,rock,8,0,0,1.09870967742,-0.1531,1
1978,1970,57,168,90,415,89,85,10,93,danc,14,0,0,4.8543373494,0.6597,1
1978,1970,33,87,52,200,40,35,13,56,love,16,0,0,1.614,0.9981,1
1978,1970,45,85,82,211,39,57,23,83,blue,8,0,0,2.95170616114,-0.8866,1
1978,1970,40,117,71,219,62,21,36,72,child,22,0,0,2.18945205479,0.8957,1
1978,1970,52,100,76,169,33,33,28,87,got,14,0,0,3.60455621302,0.8625,1
1978,1970,28,93,50,213,60,29,2,57,heartach,9,0,0,1.46774647887,0.9819,1
1978,1970,86,162,139,382,60,136,21,156,run,23,0,0,6.63884816754,0.9729,1
1978,1970,65,124,105,255,63,49,10,114,slip,19,0,0,4.36529411765,0.8625,1
1978,1970,55,84,85,200,23,53,17,98,need,8,0,0,4.092,0.9657,1
1978,1970,77,142,128,337,43,60,33,151,real,8,0,0,5.93724035608,0.9864,1
1978,1970,59,188,88,338,114,60,38,99,aliv,22,0,0,4.10621301775,0.9968,1
1978,1970,39,131,72,278,68,64,13,75,eye,26,0,0,2.66345323741,0.9758,1
1978,1970,49,139,79,358,48,83,31,90,love,15,0,0,4.00648044693,0.9955,1
1978,1970,47,101,78,227,40,56,32,86,want,12,0,0,3.1704845815,-0.6597,1
1978,1970,36,86,60,242,36,85,10,72,love,10,0,0,2.60074380165,0.9945,1
1978,1970,44,82,71,186,39,42,12,72,sinner,8,1,1,2.48774193548,0.9686,0
1978,1970,69,81,100,170,44,21,17,125,made,4,0,0,6.20647058824,-0.9186,0
1978,1970,64,99,102,218,50,50,11,111,night,5,0,0,4.31825688073,0.5574,1
1978,1970,40,69,67,151,44,21,6,69,light,7,0,0,2.53205298013,0.8957,1
1978,1970,32,115,65,252,36,65,8,66,ca,33,0,0,2.18047619048,0.9732,1
1978,1970,59,149,92,283,46,50,51,101,much,36,0,0,4.08130742049,-0.7887,0
1978,1970,46,130,75,313,54,69,24,78,lay,11,0,0,3.20057507987,0.5719,1
1978,1970,79,134,124,274,58,49,11,140,tell,16,0,0,5.50919708029,0.9934,1
1978,1970,60,121,100,287,60,35,31,110,littl,11,0,0,4.39264808362,0.9313,1
1978,1970,64,228,94,412,86,95,63,99,blue,20,0,0,5.0454368932,0.9923,1
1978,1970,57,113,93,265,42,78,9,100,love,9,0,0,3.93283018868,0.9545,1
1978,1970,62,82,101,198,45,38,11,114,time,4,0,0,4.71393939394,0.9136,1
1978,1970,26,72,51,187,20,43,6,50,love,12,0,0,1.0750802139,0.9944,0
1978,1970,79,124,122,358,51,104,25,147,soul,10,0,0,5.88525139665,0.998,1
1978,1970,54,75,82,185,34,49,16,89,want,4,0,0,3.59675675676,0.9515,1
1978,1970,78,161,118,356,72,90,43,126,hot,25,0,0,5.21640449438,0.9794,1
1978,1970,53,167,86,381,63,86,22,96,night,11,0,0,4.79322834646,0.6249,1
1978,1970,61,102,100,302,60,61,28,109,around,8,0,0,4.51894039735,0.5106,0
1978,1970,17,32,31,64,16,16,3,32,babi,5,0,0,1.48,-0.1531,0
1978,1970,55,80,92,183,23,41,17,97,goodby,6,0,0,4.17464480874,0.8904,1
1979,1970,93,157,142,356,71,77,22,159,know,13,1,1,6.3102247191,0.8519,1
1979,1970,83,162,128,402,81,113,15,140,love,16,0,0,6.31945273632,0.9964,1
1979,1970,77,165,116,352,82,82,25,122,time,12,0,0,5.12977272727,0.9903,1
1979,1970,38,99,66,237,45,59,8,68,love,14,0,0,2.08565400844,0.9972,1
1979,1970,43,98,85,275,39,71,21,82,oh,8,0,0,2.99854545455,-0.9618,1
1979,1970,37,172,65,275,37,122,34,73,knock,58,0,0,2.61236363636,0.9982,1
1979,1970,44,130,72,253,43,40,44,83,back,31,0,0,2.96114624506,0.7506,1
1979,1970,29,118,53,351,39,148,23,53,made,18,0,0,2.82176638177,0.8225,1
1979,1970,51,104,74,190,53,35,5,87,like,7,1,1,3.32315789474,0.9423,0
1979,1970,69,132,116,318,31,83,41,125,much,23,0,0,4.89836477987,0.9875,1
1979,1970,52,70,84,166,41,29,6,94,learn,4,0,0,4.21192771084,0.9705,1
1979,1970,71,107,107,221,57,39,15,119,time,6,0,0,5.05384615385,0.9612,1
1979,1970,46,81,78,171,47,33,9,81,fire,9,0,0,3.11947368421,0.8316,1
1979,1970,122,174,172,401,76,82,26,201,come,9,0,0,8.12471321696,0.9612,0
1979,1970,48,132,79,253,66,62,32,88,true,13,0,0,3.19434782609,0.9981,0
1979,1970,42,161,68,290,76,75,15,71,take,31,0,0,2.75896551724,0.997,1
1979,1970,27,104,43,293,34,105,20,46,want,16,0,0,1.72255972696,0.9967,1
1979,1970,64,121,103,284,49,60,24,113,life,6,0,0,4.56507042254,0.5747,1
1979,1970,90,117,132,261,59,44,21,150,make,4,1,1,6.2616091954,0.9337,1
1979,1970,57,128,101,254,65,43,40,110,girl,19,0,0,4.20023622047,-0.9903,1
1979,1970,51,198,85,394,63,85,35,87,much,20,0,0,4.42558375635,0.9977,1
1979,1970,59,134,92,260,46,54,13,96,love,7,0,0,3.83692307692,0.9933,1
1979,1970,36,113,58,249,39,81,20,59,take,14,0,0,1.88598393574,0.9941,0
1979,1970,28,124,50,244,41,120,6,52,born,51,0,0,1.60475409836,0.9882,1
1979,1970,41,97,65,186,45,47,18,69,would,8,0,0,2.29741935484,-0.9349,1
1979,1970,57,107,97,247,51,67,21,105,see,8,0,0,4.10619433198,0.9741,1
1979,1970,23,66,42,125,21,28,16,46,got,6,0,0,1.0924,0.9403,0
1979,1970,50,77,77,171,31,35,13,83,got,4,0,0,3.25748538012,0.9081,1
1979,1970,46,184,73,432,79,121,10,77,tragedi,19,0,0,4.70324074074,0.9618,1
1979,1970,52,139,88,313,52,72,25,89,come,12,0,0,3.6152715655,0.9746,1
1979,1970,39,94,62,214,24,60,26,75,taught,15,0,0,2.44551401869,0.9973,1
1979,1970,31,41,64,117,22,38,0,70,guess,4,0,0,3.41982905983,0.4215,0
1979,1970,34,83,60,224,30,68,10,65,need,9,0,0,2.12410714286,0.9709,1
1979,1970,44,165,47,176,87,25,20,65,es,26,0,0,5.00795454545,0.9952,0
1979,1970,104,257,151,572,136,109,33,174,girl,14,1,1,8.91951048951,0.9524,1
1979,1970,45,70,75,152,39,30,11,79,vision,6,0,0,3.27289473684,0.9816,1
1979,1970,77,158,119,354,65,97,22,131,shine,15,0,0,5.40666666667,0.9961,1
1979,1970,58,93,93,213,38,51,16,104,love,5,0,0,4.07150234742,0.9966,1
1979,1970,43,70,75,203,29,55,7,81,love,6,0,0,3.01837438424,0.9856,0
1979,1970,36,98,64,242,47,74,9,67,know,18,0,0,2.35694214876,0.9953,1
1979,1970,73,116,114,294,51,76,14,128,lay,6,0,0,5.00741496599,0.9801,1
1979,1970,25,84,46,169,37,37,5,45,take,16,0,0,0.67201183432,0.9169,1
1979,1970,37,60,66,151,27,41,5,74,love,6,0,0,2.92278145695,0.9904,1
1979,1970,63,118,101,251,49,49,22,111,oh,9,0,0,4.30832669323,0.975,1
1980,1980,108,179,157,386,89,75,40,177,son,6,0,0,7.23088082902,-0.9618,1
1980,1980,46,62,76,151,43,17,7,88,life,9,0,0,4.01682119205,0.9313,1
1980,1980,44,94,80,240,67,48,7,88,believ,6,0,0,3.41666666667,0.9766,1
1980,1980,51,111,85,215,48,52,6,90,oh,10,0,0,3.24953488372,0.9915,1
1980,1980,54,165,83,302,95,90,11,90,rememb,29,0,0,3.77655629139,0.9965,1
1980,1980,34,43,58,84,19,12,5,63,one,4,0,0,4.82,0.9648,0
1980,1980,78,157,120,339,54,61,26,131,never,10,1,4,5.2098820059,0.9152,1
1980,1980,39,102,70,203,73,32,8,73,eye,16,0,0,2.55334975369,0.5574,1
1980,1980,52,139,87,300,66,66,15,88,love,12,0,0,3.72133333333,0.9955,1
1980,1980,66,268,96,389,81,145,15,104,pop,111,0,0,4.97475578406,0.8625,1
1980,1980,53,82,79,201,34,40,21,90,light,5,0,0,3.59358208955,0.4939,1
1980,1980,38,92,70,216,44,57,4,70,time,8,0,0,2.13407407407,-0.9413,1
1980,1980,42,57,67,123,31,15,11,89,believ,3,0,0,5.28821138211,0.8658,1
1980,1980,22,43,42,118,15,35,7,43,need,9,0,0,0.66,0.4588,0
1980,1980,60,156,93,300,75,60,29,95,dim,11,0,0,3.99666666667,0.9936,1
1980,1980,39,63,60,157,25,34,18,74,love,7,0,0,2.70178343949,0.9889,1
1980,1980,16,122,30,298,50,48,0,30,take,32,0,0,1.05791946309,0.4939,1
1980,1980,70,153,117,312,60,64,17,123,oh,26,0,0,4.91192307692,0.8658,1
1980,1980,32,88,58,211,35,91,4,58,go,19,0,0,1.55360189573,0.9928,1
1980,1980,58,141,98,403,34,158,14,102,love,12,0,0,5.19660049628,0.9922,1
1980,1980,48,128,75,260,89,40,9,77,rock,19,0,0,2.97461538462,0.9712,1
1980,1980,35,90,63,191,30,50,13,62,bad,9,0,0,1.75036649215,-0.9935,1
1980,1980,30,54,50,106,22,14,17,53,long,12,0,0,2.26,0.9246,1
1980,1980,20,51,40,150,11,36,10,40,stand,15,0,0,0.286666666667,0.0,1
1980,1980,54,150,92,313,42,101,17,97,love,34,0,0,3.91686900958,0.9991,1
1980,1980,29,51,54,91,36,7,11,65,sex,9,1,9,4.39857142857,0.946,0
1980,1980,32,62,54,115,38,18,10,65,got,4,0,0,3.02956521739,-0.5719,0
1980,1980,42,94,71,220,43,75,9,75,babe,11,0,0,2.72272727273,0.9937,1
1980,1980,38,87,67,223,34,46,10,74,wind,6,0,0,2.61569506726,0.9769,1
1980,1980,65,197,104,435,107,47,35,115,life,12,0,0,5.71954022989,-0.9884,1
1980,1980,61,155,90,289,86,68,22,99,tonight,19,0,0,3.91221453287,-0.1779,1
1980,1980,46,69,83,163,34,41,15,95,good,4,0,0,4.4073006135,0.9864,1
1980,1980,12,28,28,88,10,15,7,29,whi,6,0,0,-0.141363636364,0.7003,1
1980,1980,51,68,75,146,29,33,13,88,love,6,0,0,4.25232876712,-0.9711,1
1980,1980,35,58,58,124,20,22,16,54,want,6,0,0,1.88870967742,0.9741,1
1980,1980,47,95,80,228,46,68,13,84,wanna,14,0,0,3.04736842105,0.9918,1
1980,1980,41,173,70,326,95,52,25,75,love,26,0,0,3.36472392638,0.9989,1
1980,1980,52,84,88,197,38,51,10,94,babe,5,0,0,3.55045685279,0.9732,1
1980,1980,69,149,112,372,48,96,12,122,may,33,0,0,5.29989247312,-0.9812,1
1980,1980,62,96,91,179,43,26,28,105,want,9,0,0,4.4517877095,-0.6124,1
1980,1980,76,151,120,303,80,66,24,133,street,15,0,0,5.4395379538,-0.9926,0
1980,1980,57,105,96,238,48,48,18,99,would,5,0,0,3.60840336134,0.0201,1
1980,1980,79,127,125,325,57,76,21,146,like,8,0,0,5.95092307692,0.991,1
1980,1980,36,123,57,255,74,38,12,66,night,15,0,0,2.14411764706,0.9709,0
1980,1980,13,42,26,100,18,20,4,26,need,4,0,0,-0.572,0.0,1
1980,1980,44,94,88,289,46,58,9,94,oooh,16,0,0,3.70806228374,0.836,1
1980,1980,43,109,80,267,35,60,33,83,oh,13,0,0,3.14816479401,0.9799,1
1980,1980,76,156,114,334,75,74,21,118,oh,21,0,0,4.81886227545,0.9729,0
1980,1980,52,178,94,358,63,61,49,102,time,30,0,0,4.40201117318,0.9975,1
1980,1980,40,54,76,139,20,40,8,80,see,3,0,0,3.54136690647,-0.6801,0
1980,1980,38,113,69,251,40,51,11,72,night,13,0,0,2.47486055777,0.9896,1
1980,1980,44,84,75,167,30,41,8,80,tell,8,0,0,3.18269461078,0.6369,1
1980,1980,54,99,83,254,46,43,18,87,night,7,0,0,3.13173228346,0.9867,1
1980,1980,50,132,75,250,65,41,26,84,lookin,10,0,0,3.0548,0.9744,1
1980,1980,51,71,84,212,22,41,21,92,bad,6,1,1,3.43075471698,-0.3612,0
1980,1980,63,127,95,282,69,48,12,104,night,12,0,0,4.22177304965,0.836,1
1980,1980,38,102,60,201,34,51,13,60,come,23,0,0,1.8323880597,0.9923,1
1980,1980,52,89,86,213,36,58,7,98,must,16,0,0,3.73910798122,0.9612,1
1980,1980,42,66,49,94,42,4,18,72,de,5,0,0,5.00829787234,-0.5423,0
1981,1980,38,186,71,371,89,155,13,69,wanna,29,0,0,3.62460916442,0.994,1
1981,1980,49,103,80,223,33,68,20,84,love,14,0,0,3.14484304933,0.9975,1
1981,1980,46,148,76,299,49,68,22,87,never,21,0,0,3.30344481605,-0.9538,0
1981,1980,70,123,106,276,60,58,23,124,time,10,0,0,4.78144927536,0.9901,1
1981,1980,40,125,68,267,51,67,13,68,arm,8,0,0,2.48524344569,0.9509,1
1981,1980,65,94,103,232,43,39,13,114,year,11,0,0,4.49827586207,0.9451,1
1981,1980,24,115,47,272,53,81,22,47,one,16,0,0,1.51897058824,0.9327,1
1981,1980,101,140,145,326,72,59,20,166,drank,7,1,1,6.65858895706,0.9688,1
1981,1980,58,145,85,324,61,76,11,90,time,17,0,0,3.92777777778,0.9959,1
1981,1980,56,175,91,335,70,60,30,101,one,23,0,0,4.2076119403,-0.8555,1
1981,1980,48,72,76,196,37,52,6,80,worri,5,0,0,2.73632653061,0.5106,0
1981,1980,44,64,65,123,18,29,10,64,feel,8,0,0,2.88983739837,0.9799,1
1981,1980,57,167,93,381,101,83,35,103,time,20,1,1,5.01002624672,0.9962,1
1981,1980,49,110,83,319,45,74,14,89,run,9,0,0,3.5521630094,0.9231,1
1981,1980,42,136,79,319,46,77,15,80,love,19,0,0,3.2192476489,0.9978,1
1981,1980,57,121,93,249,55,44,26,99,babi,12,0,0,3.78156626506,0.9953,1
1981,1980,48,98,74,171,60,27,12,82,doo,20,0,0,3.18847953216,0.9928,1
1981,1980,47,83,77,252,34,56,8,83,get,9,0,0,2.97650793651,0.9559,1
1981,1980,57,101,87,229,46,57,16,98,made,12,0,0,3.74978165939,0.9382,1
1981,1980,40,59,71,121,30,17,5,75,home,7,0,0,4.06404958678,0.0516,0
1981,1980,37,57,74,154,11,49,8,70,cri,16,0,0,2.50363636364,0.9814,1
1981,1980,79,136,113,271,71,59,11,127,say,9,0,0,5.00988929889,0.9325,1
1981,1980,61,102,100,198,65,28,22,114,groov,9,1,2,4.71393939394,-0.6486,0
1981,1980,50,111,89,286,55,84,16,97,girl,13,0,0,3.8720979021,0.9963,1
1981,1980,59,109,99,229,58,64,11,108,rain,11,0,0,4.26506550218,0.34,1
1981,1980,52,119,90,381,68,110,22,97,care,21,0,0,4.82419947507,0.9968,1
1981,1980,44,95,82,260,62,49,8,82,fool,8,0,0,3.20153846154,-0.9217,1
1981,1980,44,106,73,208,45,75,14,75,live,15,1,1,2.56480769231,0.976,1
1981,1980,44,111,74,249,43,51,17,79,love,7,0,0,2.8337751004,0.9959,1
1981,1980,54,105,88,219,46,37,20,97,caught,14,0,0,3.53648401826,-0.9891,0
1981,1980,52,87,85,251,38,78,7,96,love,6,0,0,3.60314741036,0.9887,1
1981,1980,24,105,37,164,25,42,26,40,two,14,0,0,0.408048780488,0.9769,0
1981,1980,21,69,33,127,16,43,6,35,right,7,0,0,0.00196850393701,-0.4404,0
1981,1980,9,12,20,31,6,7,2,19,go,3,0,0,2.27857385399,0.4939,0
1981,1980,43,65,64,131,35,26,13,71,heart,6,0,0,3.14541984733,0.8074,1
1981,1980,26,91,52,214,51,59,1,59,look,12,0,0,1.56327102804,-0.0258,0
1981,1980,39,120,70,230,53,41,11,76,wo,8,0,0,2.59913043478,-0.7884,0
1981,1980,60,155,97,310,60,75,36,104,oo,20,0,0,4.21870967742,0.9975,0
1981,1980,54,83,88,193,36,46,10,101,like,5,0,0,4.09512953368,0.9781,1
1981,1980,13,15,29,38,8,6,3,37,believ,2,0,0,6.28947368421,-0.4939,0
1981,1980,88,214,132,524,90,87,13,147,oh,18,0,0,7.86030534351,0.6604,1
1981,1980,21,74,39,134,28,28,8,39,forev,8,0,0,0.184328358209,0.9818,1
1981,1980,59,289,95,580,114,121,83,105,want,20,0,0,7.85620689655,0.9988,1
1981,1980,47,164,71,285,83,42,24,76,step,40,0,0,3.01666666667,0.9928,1
1981,1980,60,192,82,408,122,68,24,99,know,10,0,0,5.07323529412,-0.9975,0
1981,1980,51,89,90,227,23,66,14,93,away,7,0,0,3.53436123348,0.979,1
1981,1980,55,109,92,229,37,63,20,98,stop,13,0,0,3.74978165939,-0.9276,1
1981,1980,76,150,119,304,61,50,24,133,na,45,0,0,5.4225,0.9843,1
1981,1980,43,108,77,231,49,61,22,80,love,12,0,0,2.78658008658,0.9987,1
1981,1980,41,85,70,177,37,41,8,81,see,9,0,0,2.93,-0.128,1
1981,1980,39,97,63,199,46,22,24,66,best,12,0,0,1.8335678392,0.9958,1
1981,1980,64,140,95,296,69,53,13,105,take,13,0,0,4.05581081081,-0.7184,1
1981,1980,57,146,88,301,63,56,19,94,right,18,0,0,3.94504983389,0.996,1
1981,1980,42,192,63,340,102,95,24,73,love,34,0,0,3.57352941176,0.9996,1
1981,1980,56,110,93,278,38,123,8,106,win,16,1,2,3.97928057554,0.9979,1
1981,1980,46,59,78,133,20,44,10,81,go,6,0,0,3.93646616541,0.8271,0
1981,1980,62,95,97,209,38,51,21,111,ooh,8,0,0,4.57698564593,0.9862,1
1981,1980,43,110,71,199,64,49,2,71,everybodi,14,0,0,2.13005025126,0.9325,1
1981,1980,75,124,115,270,66,43,20,138,angel,11,0,0,5.51111111111,0.5106,1
1981,1980,53,126,83,335,36,99,39,91,stand,42,0,0,3.85537313433,-0.8519,1
1981,1980,42,77,74,160,37,23,14,76,ca,7,1,1,3.135,0.7351,1
1981,1980,32,110,50,259,62,71,6,53,say,18,0,0,1.50467181467,0.9958,1
1981,1980,50,98,76,187,58,37,10,83,come,11,0,0,3.15743315508,0.9836,1
1981,1980,53,129,93,326,55,72,26,103,heart,10,0,0,4.3782208589,0.936,1
1981,1980,31,113,56,253,64,62,18,61,da,36,0,0,1.93505928854,-0.9022,1
1981,1980,48,119,85,282,46,61,32,90,get,8,0,0,3.63595744681,0.9971,1
1981,1980,88,137,138,311,75,67,16,148,take,9,0,0,5.8754340836,0.9843,1
1981,1980,104,240,144,413,151,60,27,173,gonna,22,1,4,7.15285714286,0.0813,0
1982,1980,62,153,100,418,54,142,24,108,realli,12,0,0,5.25880382775,0.9628,0
1982,1980,51,112,90,232,66,38,28,97,hot,19,0,0,3.63362068966,0.6249,1
1982,1980,32,74,59,139,30,39,16,64,girl,17,0,0,2.18309352518,0.8689,0
1982,1980,65,81,114,254,48,68,13,136,way,7,0,0,5.40811023622,0.9274,0
1982,1980,58,85,85,177,55,24,10,106,metal,12,0,0,4.59666666667,-0.9524,0
1982,1980,33,117,59,259,30,73,42,60,littl,24,0,0,1.82359073359,0.9971,1
1982,1980,56,108,98,294,45,82,17,105,year,13,0,0,4.08428571429,0.9772,1
1982,1980,45,75,72,164,33,33,15,78,open,7,0,0,3.14219512195,0.9382,1
1982,1980,62,118,103,264,52,42,9,121,around,14,0,0,4.88833333333,0.9874,1
1982,1980,62,119,101,263,75,28,9,113,tom,16,0,0,4.54996197719,-0.9595,0
1982,1980,48,121,87,323,63,65,6,85,doo,9,0,0,3.75526315789,-0.3612,1
1982,1980,99,184,145,360,113,64,34,166,time,12,0,0,6.87111111111,0.9945,1
1982,1980,51,86,85,184,39,26,16,93,late,6,0,0,3.88413043478,0.9828,1
1982,1980,51,99,89,222,39,41,25,95,ani,7,0,0,3.74954954955,0.9217,1
1982,1980,41,65,72,144,30,45,9,72,end,4,0,0,3.04,0.9643,0
1982,1980,53,121,87,276,63,71,19,97,gloria,20,0,0,3.62710144928,0.8481,1
1982,1980,62,140,91,338,65,80,29,108,mind,16,0,0,4.42041420118,-0.9808,1
1982,1980,38,154,66,311,68,94,25,68,gonna,21,0,0,2.84006430868,0.9961,1
1982,1980,34,81,61,188,25,58,5,62,hold,43,0,0,1.8114893617,0.9118,1
1982,1980,63,77,99,166,28,39,21,110,want,6,0,0,5.34927710843,0.9752,0
1982,1980,59,141,88,290,75,60,15,100,mirror,31,0,0,3.93896551724,0.2644,1
1982,1980,51,70,77,150,48,12,7,88,obey,4,0,0,4.06266666667,-0.8957,0
1982,1980,29,103,50,164,62,33,6,52,whi,19,0,0,1.27146341463,0.9839,1
1982,1980,57,118,99,281,47,96,15,102,wait,13,0,0,4.15327402135,0.9961,1
1982,1980,86,105,124,229,49,50,11,140,time,5,0,0,5.91397379913,0.3818,0
1982,1980,48,140,81,285,59,77,6,83,love,8,0,0,3.30649122807,0.9966,1
1982,1980,27,57,55,140,17,37,5,58,love,8,0,0,2.02857142857,0.9917,1
1982,1980,56,99,88,224,65,23,9,96,moment,14,0,0,3.75714285714,0.4939,1
1982,1980,53,137,81,202,102,32,10,96,freez,36,0,0,3.91792079208,-0.9284,1
1982,1980,40,60,62,132,33,18,11,69,man,4,0,0,2.91818181818,0.5867,0
1982,1980,51,78,54,90,48,9,16,67,de,5,0,0,6.11944444444,0.6124,0
1982,1980,28,45,33,66,40,2,5,42,de,5,0,0,3.08909090909,0.0,0
1982,1980,49,79,87,202,19,58,13,92,time,5,0,0,3.68425742574,0.9749,1
1982,1980,68,173,104,459,57,129,33,107,love,20,0,0,5.74076252723,0.9992,1
1982,1980,16,64,35,141,27,28,27,38,bite,14,0,0,0.320141843972,0.4404,0
1982,1980,31,53,63,144,15,47,10,58,say,5,0,0,1.89277777778,0.93,1
1982,1980,69,120,101,224,59,37,17,109,one,9,0,0,4.44196428571,0.9947,1
1982,1980,38,95,64,198,38,61,3,69,ran,18,0,0,2.03212121212,0.9201,1
1982,1980,30,80,49,130,36,31,22,51,blue,18,0,0,1.37923076923,0.9716,1
1982,1980,33,78,56,179,45,53,8,61,jenni,12,0,0,1.55122905028,0.7717,1
1982,1980,132,173,180,336,99,49,41,219,get,5,1,10,8.34107142857,0.9459,1
1982,1980,129,175,179,351,89,49,32,207,sky,11,0,0,7.99897435897,0.7531,0
1982,1980,49,95,77,166,56,35,4,85,woman,16,0,0,3.5721686747,0.9816,1
1982,1980,44,80,79,201,21,58,10,86,without,9,0,0,3.35875621891,0.0297,1
1982,1980,44,152,83,285,65,54,20,86,keep,20,0,0,3.43070175439,-0.6456,1
1982,1980,46,133,69,249,52,48,13,82,take,12,0,0,2.9759437751,0.9702,1
1982,1980,53,178,75,316,111,37,24,77,shake,41,0,0,3.1353164557,-0.9371,1
1982,1980,37,67,63,163,27,50,8,69,mind,7,0,0,2.52509202454,0.9609,1
1982,1980,39,114,70,269,40,61,18,65,night,12,0,0,2.33130111524,0.9889,1
1982,1980,60,117,90,263,43,77,17,88,need,6,0,0,3.42828897338,0.9905,1
