year,decade,unique_words,density,unique_words_raw,density_raw,nouns,verbs,adjectives,syllables,most_used_term,most_used_freq,curses,total_curses,reading_score,sentiment,charted
1994,1990,53,127,80,282,63,78,13,83,come,12,1,1,3.34304964539,0.872,1
1994,1990,68,222,108,560,63,196,39,115,never,27,1,1,7.75321428571,0.7763,1
1994,1990,56,155,95,366,52,99,11,97,feel,16,0,0,4.55732240437,0.9859,1
1994,1990,74,210,107,407,97,117,34,113,pleas,14,0,0,5.48616707617,0.9909,1
1994,1990,48,187,74,354,69,110,20,75,love,42,0,0,3.54,-0.9986,1
1994,1990,60,181,89,327,89,81,31,95,love,21,0,0,4.07813455657,0.9988,1
1994,1990,91,152,127,360,100,70,18,164,babi,10,1,1,6.80555555556,-0.998,1
1994,1990,56,189,96,479,70,168,35,104,know,24,0,0,5.94200417537,0.9987,1
1994,1990,54,328,93,639,190,106,25,101,roll,47,0,0,8.36510172144,0.9674,1
1994,1990,148,238,205,517,129,115,34,246,yo,7,1,10,9.77470019342,-0.9666,1
1994,1990,52,88,86,197,35,51,13,89,love,4,0,0,3.25096446701,0.9859,1
1994,1990,63,262,109,608,136,173,11,111,whi,20,1,3,8.26427631579,0.9977,1
1994,1990,57,88,91,205,44,42,13,102,love,7,0,0,4.1812195122,0.9859,1
1994,1990,106,246,163,615,152,89,42,182,ya,22,1,3,9.60203252033,-0.9638,1
1994,1990,8,18,15,40,6,8,4,17,return,4,0,0,0.205,0.8555,1
1994,1990,70,147,111,326,74,82,6,118,could,11,0,0,4.92116564417,0.9906,1
1994,1990,45,78,74,187,36,31,21,87,enough,6,0,0,3.40983957219,0.9856,1
1994,1990,99,176,145,403,88,82,20,160,like,18,1,1,6.89486352357,0.9881,1
1994,1990,75,171,116,392,80,70,20,130,mayb,13,0,0,5.73326530612,-0.875,1
1994,1990,33,80,61,245,46,60,0,56,see,14,0,0,1.78714285714,-0.0772,1
1994,1990,216,398,282,840,202,168,77,339,keep,14,1,1,15.5521428571,0.9259,1
1994,1990,95,158,142,393,75,101,17,163,alway,10,0,0,6.7141475827,0.9902,1
1994,1990,216,339,276,671,172,128,69,348,ya,10,1,22,13.3998211624,-0.9897,1
1995,1990,35,87,58,169,47,29,8,60,burn,9,1,1,1.71934911243,0.7964,0
1995,1990,136,201,187,481,113,86,33,217,know,6,0,0,9.09349272349,0.9349,1
1995,1990,71,195,111,449,79,119,37,118,til,13,0,0,6.09111358575,0.9246,1
1995,1990,73,126,112,317,57,47,26,117,never,6,0,0,4.61520504732,0.1007,1
1995,1990,49,76,83,201,33,49,8,95,know,5,0,0,3.88711442786,0.4215,1
1995,1990,62,170,100,425,76,84,41,118,want,13,0,0,5.87623529412,0.9867,1
1995,1990,55,185,91,358,93,83,20,92,oh,28,0,0,4.07240223464,0.9824,1
1995,1990,59,85,94,189,36,58,8,97,found,11,0,0,3.97608465608,0.9728,0
1995,1990,44,71,75,149,37,17,16,82,caus,5,0,0,3.63395973154,-0.9861,0
1995,1990,43,101,75,257,35,74,15,76,life,8,0,0,2.57949416342,-0.7799,1
1995,1990,8,17,10,20,10,0,5,18,se,3,0,0,7.63,0.0,0
1995,1990,38,74,63,172,24,40,9,76,late,8,0,0,2.74395348837,-0.872,0
1995,1990,42,84,45,92,57,3,24,54,si,14,0,0,5.82108695652,0.6124,0
1995,1990,59,120,96,249,61,53,28,102,yeah,21,0,0,3.92373493976,0.9985,1
1995,1990,82,257,123,595,98,140,57,131,everi,18,0,0,8.31798319328,0.9948,1
1995,1990,51,153,81,353,77,68,12,94,doe,19,0,0,4.18220963173,0.9953,1
1995,1990,138,214,193,480,116,61,29,231,never,8,0,0,9.44875,0.4299,0
1995,1990,60,105,64,117,72,8,18,77,de,9,0,0,5.97831196581,0.8934,0
1995,1990,47,100,51,114,58,21,7,67,quiero,9,0,0,4.52080200501,-0.4939,0
1995,1990,26,128,26,128,79,13,0,34,tú,26,0,0,-0.115625,0.0,1
1995,1990,73,172,118,434,70,100,18,125,mine,17,0,0,5.99861751152,0.9934,1
1995,1990,46,75,76,150,37,27,10,84,day,10,0,0,3.748,0.86,1
1995,1990,50,99,80,281,43,109,17,94,eye,10,0,0,3.81733096085,0.8591,1
1995,1990,52,193,89,449,92,117,31,96,babi,20,0,0,5.51293986637,0.9633,1
1995,1990,77,191,112,413,101,84,36,132,light,20,0,0,5.98142857143,0.9531,1
1995,1990,48,90,83,227,34,69,7,88,know,10,1,1,3.27444933921,0.34,1
1995,1990,62,121,64,123,60,2,35,90,de,9,0,0,27.0291463415,0.8779,0
1995,1990,30,64,58,186,36,55,6,62,everyth,26,0,0,1.85333333333,0.4767,0
1995,1990,64,184,69,195,87,9,52,96,de,19,0,0,7.13286713287,0.891,0
1995,1990,42,80,47,93,43,9,14,58,de,6,0,0,4.55913978495,0.9186,0
1995,1990,100,196,146,435,105,108,22,159,da,14,1,15,6.91310344828,-0.9851,1
1995,1990,51,94,55,102,47,31,14,71,stand,26,0,0,7.5962254902,0.0,0
1995,1990,33,126,52,208,95,26,9,56,joy,20,0,0,1.48692307692,0.9986,0
1995,1990,37,59,64,136,26,41,8,63,suicid,9,0,0,2.21617647059,0.34,0
1995,1990,243,429,301,869,226,143,64,376,time,12,1,20,16.2856386651,-0.9872,0
1995,1990,70,85,111,202,37,39,19,128,turn,3,0,0,5.78722772277,-0.1027,0
1995,1990,52,97,78,202,45,52,10,95,well,5,0,0,3.8595049505,0.8402,0
1995,1990,70,93,111,203,54,37,11,119,like,7,0,0,5.22724137931,0.9828,1
1995,1990,40,93,69,189,33,37,14,80,like,12,0,0,2.91470899471,-0.9403,0
1995,1990,34,71,59,184,19,43,23,59,hear,8,0,0,1.70369565217,0.8555,0
1995,1990,67,188,71,202,124,5,27,98,petit,27,0,0,5.76189533239,0.1531,0
1995,1990,51,104,87,280,38,92,10,91,love,8,0,0,3.705,0.9844,0
1995,1990,187,583,245,1286,346,237,50,295,get,113,1,17,22.0768429238,-0.9648,1
1995,1990,130,204,178,481,89,90,31,213,thing,7,0,0,8.99536382536,0.9915,1
1995,1990,52,70,98,169,31,21,19,110,water,4,0,0,5.21047337278,0.0516,0
1995,1990,188,266,249,565,126,106,42,298,get,8,1,3,11.5537168142,-0.6303,0
1995,1990,40,123,67,232,58,37,45,69,huh,28,0,0,2.20948275862,0.9975,1
1995,1990,41,97,68,215,36,57,21,71,blue,10,0,0,2.20674418605,0.91,0
1995,1990,81,284,119,527,139,184,24,132,go,26,0,0,7.50559772296,0.9955,1
1995,1990,37,62,64,139,26,31,11,68,oh,9,0,0,2.5226618705,0.4939,0
1995,1990,24,26,42,53,14,8,7,46,head,2,0,0,5.43150943396,-0.8658,0
1995,1990,26,32,43,103,9,36,10,43,depend,6,0,0,1.28621359223,0.1935,0
1995,1990,31,42,55,96,25,32,2,59,everyth,4,1,2,3.22208333333,-0.9781,0
1995,1990,79,161,119,399,66,134,15,136,wrong,12,0,0,5.84205513784,0.127,0
1995,1990,196,419,263,860,204,188,76,317,got,21,1,50,15.5295348837,-0.9977,1
1995,1990,51,72,77,147,38,17,19,86,love,7,0,0,4.04340136054,0.9721,0
1995,1990,56,137,91,367,91,62,10,97,show,15,0,0,4.54880108992,0.9965,1
1995,1990,79,162,122,399,52,118,49,144,find,8,0,0,6.07864661654,0.9864,0
1995,1990,37,58,65,136,29,36,11,72,lead,6,0,0,2.99705882353,0.2425,0
1995,1990,59,149,64,171,92,7,47,93,que,10,0,0,3.94754385965,0.0,0
1995,1990,72,89,112,219,41,37,14,126,like,3,0,0,5.09904109589,-0.9827,0
1995,1990,28,58,58,215,6,85,8,60,know,12,1,1,1.60302325581,0.6414,0
1995,1990,41,176,68,335,87,62,19,72,turn,38,0,0,3.18611940299,0.9989,1
1995,1990,67,90,96,166,56,17,14,112,fight,6,0,0,5.49144578313,0.7184,0
1995,1990,37,85,62,202,31,66,13,68,make,11,0,0,2.28227722772,0.8402,0
1995,1990,64,161,100,403,71,105,14,107,love,15,0,0,5.34300248139,0.9989,1
1995,1990,44,104,74,265,67,87,5,74,love,11,0,0,2.77509433962,0.9941,1
1995,1990,44,161,73,323,63,81,16,81,thought,21,0,0,3.60913312693,0.9992,0
1995,1990,39,85,69,202,44,30,12,74,roll,9,0,0,2.63277227723,-0.9442,1
1995,1990,143,262,205,614,118,99,61,249,oh,24,0,0,10.8953420195,0.9908,0
1995,1990,52,158,88,312,70,85,7,92,someon,40,0,0,3.73948717949,0.9982,1
1995,1990,32,75,34,81,71,4,2,43,en,10,0,0,5.93919753086,0.0,0
1995,1990,55,105,95,269,40,85,19,103,better,10,0,0,3.99821561338,0.9966,0
1995,1990,57,80,95,200,35,39,13,106,noth,4,0,0,4.564,0.9879,0
1995,1990,48,212,81,481,77,120,36,88,thank,31,0,0,5.92883575884,-0.9925,1
1995,1990,151,239,203,440,119,90,44,246,ta,13,1,1,9.58727272727,0.9928,1
1995,1990,54,79,86,169,47,31,12,95,dream,6,0,0,4.16313609467,0.9702,0
1995,1990,53,183,86,398,79,100,49,93,freak,23,1,1,4.57728643216,-0.996,1
1995,1990,44,49,56,81,31,13,9,69,god,4,0,0,6.02185185185,-0.5106,0
1995,1990,52,133,84,308,47,65,42,89,constant,20,0,0,3.66974025974,0.9423,1
1995,1990,27,126,47,241,66,47,47,48,want,26,1,13,1.44020746888,-0.9718,1
1995,1990,39,127,74,291,76,67,9,80,love,20,0,0,3.1139862543,0.9985,1
1995,1990,45,52,76,134,36,23,8,82,night,3,0,0,3.97089552239,-0.8486,0
1995,1990,73,200,109,527,83,140,38,122,love,20,0,0,7.28168880455,0.9992,1
1995,1990,32,90,55,216,49,84,6,57,know,20,0,0,1.42388888889,0.9904,1
1995,1990,16,17,29,38,11,7,2,34,left,2,1,1,5.35789473684,-0.5423,0
1995,1990,37,142,63,397,58,126,15,66,come,23,1,1,3.78171284635,0.128,1
1995,1990,145,350,203,814,125,236,113,246,wish,42,0,0,13.5760933661,0.9993,1
1995,1990,65,304,105,560,151,113,70,110,everi,32,0,0,7.64785714286,0.996,1
1995,1990,58,172,92,390,41,93,54,105,back,29,0,0,4.99692307692,0.9935,1
1995,1990,34,187,61,356,52,142,6,62,get,40,0,0,3.09505617978,0.9995,1
1995,1990,37,78,65,175,52,30,3,71,love,12,0,0,2.31742857143,0.992,0
1995,1990,42,105,57,151,38,24,14,70,oh,16,1,2,2.6101986755,0.9941,1
1995,1990,31,106,36,126,78,4,20,44,tu,15,0,0,0.870634920635,0.0,0
1995,1990,28,197,52,515,61,155,48,54,mind,37,0,0,5.3972815534,0.1779,1
1995,1990,29,56,48,116,30,25,10,57,babi,10,0,0,2.15827586207,0.5267,0
1995,1990,189,354,247,748,181,146,73,312,fuck,12,1,45,13.7619251337,-0.9978,1
1996,1990,17,57,35,138,38,25,11,35,refus,11,0,0,-0.257246376812,0.296,0
1996,1990,29,85,46,148,37,26,7,56,ever,15,0,0,1.60486486486,0.9501,0
1996,1990,162,320,208,643,160,143,33,262,got,24,1,15,11.6980870918,-0.9666,1
1996,1990,46,68,76,179,35,44,9,83,say,5,0,0,3.00150837989,0.9643,0
1996,1990,184,316,242,671,170,133,58,292,tha,23,1,22,12.4150223547,-0.9468,1
1996,1990,108,183,156,373,98,78,25,173,lee,18,1,15,6.90292225201,-0.9875,0
1996,1990,142,358,196,760,168,135,46,226,see,18,0,0,12.7389473684,-0.91,1
1996,1990,43,131,73,334,41,50,16,73,nobodi,28,1,3,3.22904191617,0.9969,1
1996,1990,35,68,68,172,27,50,16,71,think,6,1,3,2.40093023256,-0.9649,0
1996,1990,56,101,91,194,55,31,20,96,kill,7,0,0,3.75917525773,-0.9928,0
1996,1990,38,89,65,228,40,51,4,66,take,10,0,0,2.11578947368,0.9876,0
1996,1990,89,142,130,336,59,92,16,142,know,9,0,0,5.6369047619,0.8316,1
1996,1990,50,86,75,202,47,61,7,83,say,10,0,0,3.15851485149,0.8603,1
1996,1990,76,163,119,382,76,109,22,137,babi,27,0,0,6.05193717277,0.9786,1
1996,1990,47,154,74,305,48,76,14,80,one,12,0,0,3.35508196721,0.9661,1
1996,1990,55,79,98,214,31,62,8,103,babi,7,0,0,3.98943925234,0.969,1
1996,1990,30,40,48,71,18,15,6,55,hide,4,0,0,4.72084507042,-0.7003,0
1996,1990,50,78,79,217,39,40,11,84,walkin,11,0,0,2.87774193548,0.9686,0
1996,1990,26,74,56,210,45,41,19,60,babi,9,0,0,1.68142857143,-0.34,0
1996,1990,50,119,92,313,44,83,18,101,one,8,0,0,4.06766773163,0.6597,1
1996,1990,54,142,60,160,68,17,30,80,el,16,0,0,3.77666666667,0.0,0
1996,1990,51,115,84,311,47,71,29,92,count,8,0,0,3.75067524116,0.9507,1
1996,1990,94,230,140,659,62,130,31,161,come,25,0,0,9.77285280728,0.9903,1
1996,1990,161,229,221,516,114,103,40,254,get,12,1,8,9.96852713178,0.3031,1
1996,1990,44,100,77,257,35,77,14,84,want,10,1,3,2.94680933852,0.8126,1
1996,1990,62,149,100,371,63,129,17,104,babi,16,0,0,4.73781671159,0.9786,1
1996,1990,37,125,71,352,53,79,30,76,turn,14,0,0,3.58772727273,0.8885,1
1996,1990,54,90,56,93,60,5,10,79,de,6,0,0,16.523655914,0.6124,0
1996,1990,34,118,52,193,45,32,23,53,mine,16,0,0,1.16041450777,0.0895,0
1996,1990,57,115,89,226,58,38,24,105,oh,6,0,0,4.18230088496,-0.8402,0
1996,1990,108,282,155,674,133,152,37,183,oh,21,1,2,10.4838575668,0.9973,1
1996,1990,59,101,81,137,34,11,56,98,lyric,37,0,0,5.19087591241,-0.836,0
1996,1990,61,160,100,328,64,88,29,107,wanna,12,0,0,4.4993902439,-0.8091,1
1996,1990,49,106,81,258,59,74,11,90,never,8,0,0,3.20627906977,-0.8271,0
1996,1990,64,228,102,519,96,178,18,108,anyth,34,0,0,6.61549132948,0.9991,1
1996,1990,55,135,100,320,62,87,15,100,ca,14,0,0,4.3375,0.8957,1
1996,1990,44,85,76,211,33,48,14,91,would,9,0,0,3.39909952607,0.9432,0
1996,1990,53,111,82,239,40,69,17,92,know,10,0,0,3.24225941423,0.9964,1
1996,1990,98,183,141,374,94,72,30,165,well,11,0,0,6.63588235294,0.9919,0
1996,1990,60,82,99,193,47,38,9,109,let,5,0,0,4.58424870466,0.4404,0
1996,1990,126,200,188,460,122,87,24,215,get,11,1,9,8.8952173913,-0.7395,1
1996,1990,23,49,29,97,34,31,3,34,twist,14,1,3,0.106082474227,-0.8625,0
1996,1990,56,73,90,153,40,20,8,109,man,5,0,0,5.54653594771,-0.7351,0
1996,1990,44,78,78,222,33,38,19,84,follow,8,0,0,3.16486486486,0.9868,0
1996,1990,69,161,109,375,68,93,31,117,babi,21,0,0,5.1116,0.9988,1
1996,1990,39,200,67,464,98,74,31,65,say,28,1,1,5.03301724138,0.9834,1
1996,1990,118,147,174,333,82,60,27,206,would,3,0,0,7.9496996997,-0.3459,0
1996,1990,36,69,72,201,21,54,11,73,would,6,0,0,2.5955721393,0.9723,0
1996,1990,52,118,87,249,36,56,25,97,tell,11,0,0,3.68678714859,0.9694,1
1996,1990,124,155,171,327,70,66,31,216,like,6,1,8,8.44449541284,-0.8443,0
1996,1990,60,169,89,321,56,105,12,97,oh,24,0,0,4.21573208723,0.9937,1
1996,1990,111,151,159,376,69,95,27,184,hook,6,0,0,7.20446808511,0.1027,1
1996,1990,63,91,94,249,45,58,11,119,oh,3,0,0,4.72935742972,0.9477,1
1996,1990,70,162,110,449,84,122,19,122,could,13,0,0,6.19623608018,0.9983,1
1996,1990,107,166,158,394,85,83,22,181,rain,15,0,0,7.24081218274,0.9856,0
1996,1990,187,281,246,584,145,99,41,309,like,11,1,15,11.9634931507,-0.9337,0
1996,1990,58,76,89,156,43,24,17,97,golden,4,0,0,4.47717948718,0.9191,0
1996,1990,261,422,327,817,214,137,86,421,shit,11,1,33,16.0905385557,-0.997,0
1996,1990,64,153,101,315,99,65,7,120,let,14,0,0,4.75523809524,0.4404,0
1996,1990,17,47,36,110,28,32,2,35,yeah,16,0,0,0.114545454545,0.9936,0
1996,1990,38,55,68,157,32,23,8,68,ahead,9,0,0,2.25082802548,0.2263,0
1996,1990,63,93,103,203,37,41,4,111,name,7,0,0,4.76221674877,-0.6514,1
1996,1990,146,271,195,622,153,113,32,237,bag,24,1,4,10.9961414791,0.9853,1
1996,1990,40,109,74,251,41,45,27,80,ann,18,0,0,2.8509561753,-0.25,0
1996,1990,58,165,101,426,87,87,20,105,babi,28,0,0,5.50845070423,0.9984,1
1996,1990,40,96,76,295,50,86,3,81,gonna,9,0,0,3.11,0.9703,1
1996,1990,192,315,254,666,163,110,75,303,hay,24,1,10,12.6484684685,-0.8349,1
1996,1990,72,152,108,363,53,94,16,118,promis,7,0,0,5.26581267218,0.9934,1
1996,1990,24,59,40,117,24,15,11,45,love,6,0,0,0.898461538462,0.9887,0
1996,1990,64,157,92,338,67,89,36,106,love,14,0,0,4.35059171598,0.9986,1
1996,1990,22,50,43,117,27,26,9,45,never,8,0,0,0.898461538462,0.5217,0
1996,1990,42,67,75,181,32,38,6,79,need,5,0,0,3.07027624309,0.8316,1
1996,1990,47,106,78,243,59,47,12,90,know,6,0,0,3.46037037037,0.9928,1
1996,1990,48,148,80,322,92,45,8,84,danc,20,0,0,3.72826086957,0.9803,0
1996,1990,33,55,37,62,37,4,14,44,que,5,0,0,6.23847926267,-0.802,0
1996,1990,26,38,44,65,18,9,13,43,girl,5,0,0,3.38615384615,0.9747,0
1996,1990,43,115,72,256,55,56,11,75,heart,9,0,0,2.54703125,0.9363,1
1996,1990,53,123,58,132,101,4,12,73,amo,18,0,0,6.65575757576,0.0,0
1996,1990,73,136,120,321,89,56,12,138,time,11,0,0,5.72289719626,0.7845,0
1996,1990,177,278,241,597,124,113,41,283,lover,22,1,1,11.3136348409,0.999,1
1996,1990,217,373,284,828,183,138,69,360,want,15,1,16,15.5304347826,-0.9915,1
1996,1990,59,90,96,197,35,56,9,113,held,6,1,1,4.68852791878,0.7351,1
1996,1990,40,93,72,198,45,50,10,72,could,9,0,0,2.21090909091,0.9871,1
1996,1990,137,204,191,504,107,116,58,225,hey,16,1,3,9.42785714286,0.9916,1
1996,1990,41,119,70,264,57,83,9,71,yeah,15,0,0,2.65348484848,0.9929,0
1996,1990,70,122,108,269,61,50,28,118,first,12,0,0,4.65620817844,0.9468,1
1996,1990,67,116,100,244,46,46,20,118,love,6,0,0,4.79655737705,0.9964,0
1996,1990,99,203,150,438,114,85,26,171,babi,16,0,0,7.20684931507,0.979,1
1996,1990,21,53,45,154,26,47,3,45,look,7,0,0,0.588051948052,0.93,0
1996,1990,69,161,109,448,84,121,19,121,could,13,0,0,6.17705357143,0.9983,0
1997,1990,149,339,203,628,190,71,72,247,alway,19,0,0,11.1410828025,0.9993,0
1997,1990,17,28,31,60,12,16,2,37,wait,6,0,0,2.85666666667,0.1027,0
1997,1990,32,54,65,149,27,38,5,68,love,5,0,0,2.52523489933,0.9423,1
1997,1990,234,351,307,812,195,146,62,369,fuck,8,1,38,15.3723152709,-0.9977,0
1997,1990,23,296,44,717,57,275,30,44,get,56,1,16,8.78412831241,-0.9947,1
1997,1990,26,30,53,75,14,12,9,57,heaven,3,0,0,4.548,0.9493,0
1997,1990,167,211,225,443,112,76,36,275,hate,6,1,10,10.3150564334,-0.9956,0
1997,1990,66,88,102,186,42,28,12,118,chorus,5,1,1,5.40602150538,0.4588,0
1997,1990,24,46,40,86,22,12,8,44,like,7,0,0,2.00720930233,0.9607,0
1997,1990,45,85,79,221,41,66,6,79,believ,11,0,0,2.91809954751,0.9586,1
1997,1990,66,85,108,186,35,47,8,116,tri,4,1,3,5.27913978495,-0.7839,0
1997,1990,140,456,184,817,223,97,149,233,niggaz,61,1,88,13.3752386781,-0.996,1
1997,1990,35,112,63,289,26,74,3,65,wo,21,0,0,2.52397923875,-0.5994,0
1997,1990,126,212,176,442,121,93,33,197,get,7,1,4,8.2492760181,0.9819,0
1997,1990,80,165,123,368,71,119,21,141,yeah,9,0,0,5.95119565217,0.9833,1
1997,1990,162,243,218,493,111,103,44,259,get,8,1,8,9.96918864097,-0.9552,0
1997,1990,87,179,137,411,108,75,25,148,love,7,0,0,6.45914841849,0.9926,1
1997,1990,47,96,69,180,30,38,22,78,enough,7,0,0,3.03333333333,0.9661,0
1997,1990,10,10,18,20,4,5,2,19,get,1,0,0,6.4,-0.4215,0
1997,1990,43,149,76,324,61,79,13,79,love,18,0,0,3.52716049383,0.9987,1
1997,1990,38,68,69,188,16,53,13,73,away,5,0,0,2.50191489362,0.9022,1
1997,1990,47,112,78,256,32,54,31,82,onli,18,0,0,2.8696875,0.9758,0
1997,1990,27,44,31,53,35,0,11,40,como,8,0,0,5.61232704403,-0.5423,0
1997,1990,201,272,251,560,138,115,43,318,like,15,1,1,12.0307142857,0.9678,0
1997,1990,130,367,178,700,195,114,70,199,ah,24,1,5,11.4145714286,0.9965,1
1997,1990,46,50,61,88,32,9,8,73,black,2,0,0,5.75863636364,0.8807,0
1997,1990,130,264,196,683,151,103,34,224,night,20,1,9,11.5399853587,0.5719,0
1997,1990,45,128,77,328,65,70,26,84,ca,11,0,0,3.67195121951,0.3612,1
1997,1990,64,159,103,432,39,148,13,113,return,18,0,0,5.68657407407,0.8591,1
1997,1990,121,192,170,435,95,89,42,196,want,12,1,2,7.9167816092,0.984,1
1997,1990,31,141,62,350,46,82,12,70,la,60,0,0,3.4,0.3818,1
1997,1990,49,82,84,210,32,48,17,99,hard,6,0,0,3.87285714286,0.8074,0
1997,1990,44,93,78,232,51,46,8,80,like,6,0,0,2.76896551724,0.991,0
1997,1990,105,227,160,457,93,92,35,186,go,16,0,0,7.79262582057,0.9963,1
1997,1990,17,27,31,58,10,15,9,32,smile,4,0,0,1.70034482759,0.5106,1
1997,1990,34,121,60,297,72,67,6,64,play,21,0,0,2.41276094276,0.985,1
1997,1990,38,107,68,209,73,21,19,76,fall,14,1,2,2.60090909091,-0.8674,0
1997,1990,44,140,73,283,86,46,9,74,way,19,0,0,2.95551236749,0.9022,1
1997,1990,45,143,74,504,79,210,12,76,gon,18,0,0,5.93936507937,0.9936,1
1997,1990,54,223,83,377,116,67,46,86,nah,32,0,0,4.12177718833,0.9781,1
1997,1990,33,89,58,200,51,36,4,57,right,11,0,0,1.673,0.9794,0
1997,1990,202,439,258,945,226,148,63,317,see,23,1,41,16.6983068783,-0.9951,1
1997,1990,58,158,96,369,69,70,18,112,life,8,0,0,5.01157181572,0.9363,1
1997,1990,45,105,89,293,29,91,6,90,think,9,0,0,3.49457337884,-0.128,0
1997,1990,54,158,88,433,53,131,25,98,love,23,0,0,5.27066974596,0.9992,1
1997,1990,68,109,111,236,43,56,19,122,love,8,0,0,4.8,0.9973,0
1997,1990,44,187,70,297,118,49,18,69,fli,32,0,0,2.61141414141,0.9961,1
1997,1990,61,128,100,272,54,87,23,109,someon,12,0,0,4.20867647059,0.9781,1
1997,1990,74,202,117,408,109,68,28,126,oh,20,0,0,5.85411764706,0.9977,1
1997,1990,1,1,4,4,0,1,1,4,want,1,0,0,6.73,0.0772,0
1997,1990,21,72,35,158,34,26,4,32,oh,14,0,0,-0.470126582278,-0.9861,0
1997,1990,41,45,61,87,30,9,9,74,life,4,1,1,6.0067816092,-0.8519,0
1997,1990,32,77,62,252,19,83,15,63,think,17,0,0,2.04,-0.743,0
1997,1990,30,60,49,150,23,46,9,51,wanna,7,0,0,1.152,0.9758,1
1997,1990,37,56,61,132,30,37,5,73,ca,3,1,2,3.27575757576,-0.9823,0
1997,1990,95,119,140,272,53,35,16,168,like,4,0,0,6.76823529412,-0.7536,0
1997,1990,46,176,80,399,55,172,4,86,wanna,22,0,0,4.36335839599,0.9843,1
1997,1990,57,182,88,378,69,88,14,88,tri,16,0,0,4.17708994709,0.9648,1
1997,1990,43,83,76,203,43,38,12,84,one,4,0,0,3.19275862069,-0.9538,0
1997,1990,62,114,99,247,46,46,19,109,might,8,0,0,4.29728744939,-0.3818,0
1997,1990,163,236,215,459,116,80,59,271,yo,11,1,3,9.95688453159,0.969,0
1997,1990,44,153,71,339,47,66,15,74,could,24,0,0,3.22581120944,0.9878,1
1997,1990,38,64,62,156,39,37,9,71,word,4,0,0,2.51051282051,0.7351,0
1997,1990,89,151,141,437,61,100,23,164,love,11,0,0,7.02837528604,0.9964,1
1997,1990,39,65,75,167,31,42,12,84,princess,5,0,0,3.46532934132,0.6369,0
1997,1990,72,118,111,347,55,125,28,132,know,5,1,7,5.52876080692,-0.9136,1
1997,1990,83,136,131,296,77,63,17,146,cop,7,1,1,5.69027027027,-0.995,1
1997,1990,71,110,110,246,53,62,12,118,go,6,0,0,4.75016260163,0.9818,1
1997,1990,59,146,98,427,76,111,21,102,want,13,0,0,5.418735363,0.997,1
1997,1990,19,67,39,141,27,23,12,41,let,11,0,0,0.571205673759,-0.8658,0
1997,1990,58,86,99,178,33,43,14,110,oh,8,0,0,4.82213483146,0.8625,1
1997,1990,110,143,147,269,89,32,24,180,dem,4,0,0,7.37591078067,0.8904,0
1997,1990,46,79,80,218,41,35,8,84,get,4,0,0,2.85678899083,0.6808,0
1997,1990,42,58,68,124,30,28,5,70,stranger,4,0,0,3.41129032258,-0.7579,0
1997,1990,65,77,104,194,33,54,7,107,chorus,3,0,0,4.42824742268,-0.7003,0
1997,1990,55,151,85,349,47,62,13,97,oi,36,1,4,4.31965616046,0.1506,0
1997,1990,44,137,74,340,85,105,12,77,fli,29,0,0,3.71235294118,0.8779,1
1997,1990,144,413,204,861,232,157,41,242,dip,62,0,0,14.4966085947,0.998,1
1997,1990,60,193,98,429,75,137,16,102,go,21,0,0,5.40559440559,0.9899,1
1997,1990,77,145,118,317,75,55,17,137,life,9,0,0,5.35968454259,0.9942,0
1997,1990,37,99,39,112,66,9,21,50,que,17,0,0,3.03785714286,0.8402,0
1997,1990,72,156,108,431,86,103,28,119,promis,9,0,0,5.85800464037,0.0603,1
1997,1990,8,36,9,38,16,4,0,9,de,12,0,0,4.61473684211,-0.7906,0
1997,1990,103,267,144,495,129,82,60,174,road,44,0,0,7.91787878788,-0.3103,0
1997,1990,31,36,46,76,16,13,4,56,wed,3,0,0,4.27473684211,-0.6908,0
1997,1990,59,96,104,246,35,59,20,112,mind,5,0,0,4.46235772358,-0.2081,0
1998,1990,74,87,108,239,54,59,13,129,surrend,6,0,0,5.0690376569,0.8658,0
1998,1990,52,139,94,404,49,105,16,100,know,17,0,0,5.13079207921,0.9905,1
1998,1990,67,155,105,343,65,75,13,106,woe,20,0,0,4.68664723032,-0.959,1
1998,1990,30,71,53,183,11,55,9,55,know,18,0,0,1.46644808743,0.9287,0
1998,1990,89,203,133,435,97,89,23,143,doo,16,0,0,6.47908045977,-0.296,1
1998,1990,33,66,56,127,31,24,14,56,black,8,0,0,1.9531496063,0.8625,0
1998,1990,46,59,69,129,35,12,9,72,wind,3,0,0,3.33604651163,0.802,0
1998,1990,174,349,226,737,110,179,54,286,ever,48,1,1,13.0291044776,0.9069,1
1998,1990,67,136,100,269,67,40,12,120,ever,6,0,0,4.74394052045,0.8917,1
1998,1990,50,102,90,262,44,69,10,102,see,10,0,0,4.07389312977,0.9866,1
1998,1990,150,228,203,613,106,159,39,240,love,11,0,0,10.7299021207,0.9937,1
1998,1990,43,81,47,92,49,9,19,59,que,8,0,0,5.23920948617,0.0,0
1998,1990,54,109,91,222,35,49,25,101,white,18,1,1,4.06846846847,0.9821,0
1998,1990,53,133,88,267,73,62,14,94,watch,12,0,0,3.6343071161,0.7579,1
1998,1990,177,263,240,480,148,56,56,293,good,11,1,12,10.9729166667,-0.188,0
1998,1990,135,207,186,425,95,72,37,219,like,23,1,12,8.68047058824,0.9946,0
